Coin,Experiment,Model,Window_Size,Period,Month,Dataset,Accuracy,F1,Recall,AUROC,AUPRC
ETHUSDT,I,ghostnet,30,14days,2024-08,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,ghostnet,30,14days,2024-06,Train,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,ghostnet,30,14days,2024-02,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,ghostnet,30,14days,2024-03,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,ghostnet,30,14days,2024-05,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,ghostnet,30,21days,2024-06,Train,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,ghostnet,30,21days,2024-03,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,ghostnet,30,21days,2024-08,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,ghostnet,30,21days,2024-04,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,ghostnet,30,21days,2024-02,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,ghostnet,30,21days,2024-05,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,ghostnet,30,28days,2024-03,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,ghostnet,30,28days,2024-06,Train,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,ghostnet,30,28days,2024-02,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,ghostnet,30,28days,2024-05,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,ghostnet,30,28days,2024-04,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,ghostnet,30,28days,2024-08,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,ghostnet,30,7days,2024-08,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,ghostnet,30,7days,2024-02,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,ghostnet,30,7days,2024-03,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,ghostnet,30,7days,2024-04,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,ghostnet,30,7days,2024-05,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,ghostnet,30,7days,2024-06,Train,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,ghostnet,5,14days,2024-05,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,ghostnet,5,14days,2024-08,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,ghostnet,5,14days,2024-02,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,ghostnet,5,14days,2024-06,Train,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,ghostnet,5,14days,2024-04,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,ghostnet,5,14days,2024-03,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,ghostnet,5,21days,2024-03,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,ghostnet,5,21days,2024-04,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,ghostnet,5,21days,2024-05,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,ghostnet,5,21days,2024-02,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,ghostnet,5,21days,2024-08,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,ghostnet,5,21days,2024-06,Train,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,ghostnet,5,28days,2024-03,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,ghostnet,5,28days,2024-04,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,ghostnet,5,28days,2024-02,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,ghostnet,5,28days,2024-06,Train,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,ghostnet,5,28days,2024-08,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,ghostnet,5,28days,2024-05,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,ghostnet,5,7days,2024-08,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,ghostnet,5,7days,2024-03,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,ghostnet,5,7days,2024-06,Train,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,ghostnet,5,7days,2024-02,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,ghostnet,5,7days,2024-04,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,ghostnet,5,7days,2024-05,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,levit,15,14days,2024-04,Test,1.0,1.0,0.9999,1.0,1.0
ETHUSDT,I,levit,15,14days,2024-03,Test,1.0,1.0,0.9999,1.0,1.0
ETHUSDT,I,levit,15,14days,2024-05,Test,0.9996,0.9996,0.9992,0.9999,0.9999
ETHUSDT,I,levit,15,14days,2024-06,Train,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,levit,15,14days,2024-08,Test,1.0,0.9999,1.0,1.0,1.0
ETHUSDT,I,levit,15,14days,2024-02,Test,1.0,0.9999,0.9999,1.0,1.0
ETHUSDT,I,levit,15,21days,2024-04,Test,0.9999,0.9999,0.9999,1.0,1.0
ETHUSDT,I,levit,15,21days,2024-03,Test,0.9999,0.9999,0.9997,1.0,1.0
ETHUSDT,I,levit,15,21days,2024-02,Test,1.0,1.0,0.9999,1.0,1.0
ETHUSDT,I,levit,15,21days,2024-05,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,levit,15,21days,2024-08,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,levit,15,21days,2024-06,Train,0.9993,0.9993,0.9987,1.0,1.0
ETHUSDT,I,levit,15,28days,2024-06,Train,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,levit,15,28days,2024-03,Test,0.9999,0.9999,0.9999,1.0,1.0
ETHUSDT,I,levit,15,28days,2024-05,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,levit,15,28days,2024-04,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,levit,15,28days,2024-08,Test,0.9996,0.9995,0.9991,1.0,1.0
ETHUSDT,I,levit,15,28days,2024-02,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,levit,15,7days,2024-05,Test,0.9999,0.9999,1.0,0.9999,0.9999
ETHUSDT,I,levit,15,7days,2024-08,Test,0.9997,0.9997,0.9996,1.0,1.0
ETHUSDT,I,levit,15,7days,2024-04,Test,0.9999,0.9999,0.9998,1.0,1.0
ETHUSDT,I,levit,15,7days,2024-03,Test,0.9995,0.9995,1.0,1.0,1.0
ETHUSDT,I,levit,15,7days,2024-06,Train,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,levit,15,7days,2024-02,Test,0.9892,0.9888,0.9793,0.9998,0.9998
ETHUSDT,I,levit,30,14days,2024-08,Test,0.9996,0.9996,1.0,0.9996,0.9967
ETHUSDT,I,levit,30,14days,2024-05,Test,0.9999,0.9999,1.0,1.0,1.0
ETHUSDT,I,levit,30,14days,2024-03,Test,0.9998,0.9998,0.9996,0.9999,1.0
ETHUSDT,I,levit,30,14days,2024-04,Test,1.0,1.0,0.9999,1.0,1.0
ETHUSDT,I,levit,30,14days,2024-02,Test,0.9998,0.9998,0.9998,1.0,1.0
ETHUSDT,I,levit,30,14days,2024-06,Train,0.9996,0.9995,0.9991,1.0,1.0
ETHUSDT,I,levit,30,21days,2024-08,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,levit,30,21days,2024-06,Train,0.9769,0.9771,1.0,0.9999,0.9996
ETHUSDT,I,levit,30,21days,2024-03,Test,0.9985,0.9985,0.9971,0.9995,0.9997
ETHUSDT,I,levit,30,21days,2024-02,Test,1.0,1.0,0.9999,1.0,1.0
ETHUSDT,I,levit,30,21days,2024-05,Test,0.9999,0.9999,1.0,1.0,1.0
ETHUSDT,I,levit,30,21days,2024-04,Test,1.0,1.0,0.9999,1.0,1.0
ETHUSDT,I,levit,30,28days,2024-05,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,levit,30,28days,2024-03,Test,1.0,1.0,0.9999,1.0,1.0
ETHUSDT,I,levit,30,28days,2024-04,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,levit,30,28days,2024-08,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,levit,30,28days,2024-06,Train,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,levit,30,28days,2024-02,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,levit,30,7days,2024-03,Test,0.9998,0.9998,0.9996,1.0,1.0
ETHUSDT,I,levit,30,7days,2024-05,Test,0.9979,0.9979,0.9964,0.9998,0.9999
ETHUSDT,I,levit,30,7days,2024-08,Test,0.9966,0.9966,0.9998,0.9998,0.9997
ETHUSDT,I,levit,30,7days,2024-06,Train,0.9954,0.9953,0.9911,1.0,1.0
